Date,Open,High,Low,Close,Volume,MiddleBand,UpperBand,LowerBand,Distance_Upper,Distance_Middle,Distance_Lower,Event_Type,Tolerance,Touch_Type,Consecutive_Touches,Future_Return_1,Future_Move_1,Future_Return_3,Future_Move_3,Future_Return_5,Future_Move_5,Future_Return_7,Future_Move_7,Future_Return_10,Future_Move_10
2002-04-17,1128.3699951171875,1133.0,1123.3699951171875,1126.0699462890625,1376900000,1130.9744934082032,1160.4957796499953,1101.4532071664112,-2.9664763943661705,-0.43365674007030985,2.234932810807291,Middle_Break_Down,1.0%,Apparent,2,-0.001,Down,-0.016,Down,-0.029,Down,-0.044,Down,-0.035,Down
2002-04-18,1126.0699462890625,1130.489990234375,1109.2900390625,1124.469970703125,1359300000,1129.6054931640624,1157.6289530966196,1101.5820332315052,-2.8643877906470316,-0.4546297350726085,2.077733367208046,Middle_Break_Down,1.0%,Apparent,3,0.001,Up,-0.021,Down,-0.029,Down,-0.052,Down,-0.035,Down
2002-04-19,1124.469970703125,1128.8199462890625,1122.5899658203125,1125.1700439453125,1185000000,1128.1844970703123,1153.9938179298651,1102.37517621076,-2.4977407622736876,-0.2671950494646752,2.0677958127564433,Middle_Break_Down,1.0%,Apparent,4,-0.015,Down,-0.028,Down,-0.043,Down,-0.043,Down,-0.046,Down
2002-04-22,1125.1700439453125,1125.1700439453125,1105.6199951171875,1107.8299560546875,1181800000,1126.1409973144532,1151.5988482609646,1100.6831463679418,-3.800706493617349,-1.6259989915501416,0.6493067246762934,Lower_Touch,1.0%,Apparent,1,-0.006,Down,-0.015,Down,-0.038,Down,-0.019,Down,-0.05,Down
2002-04-23,1107.8299560546875,1111.1700439453125,1098.93994140625,1100.9599609375,1388500000,1124.5954956054688,1152.1418294472676,1097.04916176367,-4.442323609960567,-2.1016920982102767,0.3564834931866415,Lower_Touch,1.0%,Apparent,2,-0.007,Down,-0.022,Down,-0.022,Down,-0.015,Down,-0.047,Down
2002-04-24,1100.9599609375,1108.4599609375,1092.510009765625,1093.1400146484375,1373200000,1122.3279968261718,1152.2865075621414,1092.369486090202,-5.1329675844975755,-2.6006641784108475,0.07053735645742458,Lower_Touch,1.0%,Apparent,3,-0.002,Down,-0.025,Down,-0.006,Down,-0.018,Down,-0.004,Down
2002-04-25,1093.1400146484375,1094.3599853515625,1084.81005859375,1091.47998046875,1517400000,1119.672998046875,1150.666648625362,1088.6793474683875,-5.1436850305272275,-2.5179688737072334,0.25725049408488193,Lower_Touch,1.0%,Apparent,4,-0.014,Down,-0.013,Down,-0.006,Down,-0.036,Down,-0.017,Down
2002-04-26,1091.47998046875,1096.77001953125,1076.31005859375,1076.3199462890625,1374200000,1116.1194946289063,1149.7698682895254,1082.4691209682871,-6.388228116443159,-3.5658859585708225,-0.568069292704082,Lower_Touch,1.0%,Real,5,-0.01,Down,0.009,Up,-0.003,Down,-0.025,Down,-0.02,Down
2002-04-29,1076.3199462890625,1078.949951171875,1063.6199951171875,1065.449951171875,1314700000,1112.064990234375,1149.414558452219,1074.7154220165312,-7.304989019228114,-4.191754930858458,-0.8621324915270149,Lower_Touch,1.0%,Real,6,0.011,Up,0.018,Up,-0.012,Down,0.022,Up,0.009,Up
2002-04-30,1065.449951171875,1082.6199951171875,1063.4599609375,1076.9200439453125,1628600000,1109.0729919433593,1147.5989141642344,1070.547069722484,-6.1588477774393375,-2.8990831290289725,0.5953007021429374,Lower_Touch,1.0%,Apparent,7,0.009,Up,-0.003,Down,-0.025,Down,-0.004,Down,0.019,Up
2002-05-01,1076.9200439453125,1088.3199462890625,1065.2900390625,1086.4599609375,1451400000,1107.1259887695312,1146.0880066065004,1068.163970932562,-5.202745803575374,-1.8666374054681523,1.7128447038861092,Middle_Break_Down,1.0%,Real,1,-0.002,Down,-0.031,Down,0.002,Up,-0.029,Down,0.004,Up
2002-05-02,1086.4599609375,1091.4200439453125,1079.4599609375,1084.56005859375,1364000000,1105.0369934082032,1144.1342066793095,1065.939780137097,-5.206919584937958,-1.8530542358855664,1.7468415011454215,Middle_Break_Down,1.0%,Real,2,-0.01,Down,-0.032,Down,-0.011,Down,-0.009,Down,0.013,Up
2002-05-03,1084.56005859375,1084.56005859375,1068.8900146484375,1073.4300537109375,1284500000,1102.5719970703126,1143.0871624650592,1062.056831675566,-6.093770540114079,-2.6430875658740924,1.0708675558753729,Middle_Break_Down,1.0%,Real,3,-0.019,Down,0.014,Up,-0.017,Down,0.022,Up,0.031,Up
2002-05-06,1073.4300537109375,1075.9599609375,1052.6500244140625,1052.6700439453125,1122600000,1098.9409973144532,1143.4781850209338,1054.4038096079726,-7.941396894594788,-4.210503883485622,-0.1644308989460761,Lower_Touch,1.0%,Real,1,-0.003,Down,0.019,Up,0.021,Up,0.036,Up,0.037,Up
2002-05-07,1052.6700439453125,1058.6700439453125,1048.9599609375,1049.489990234375,1354700000,1095.5254943847656,1144.0522509547216,1046.9987378148096,-8.265554360951043,-4.202139008754295,0.23794225624043158,Lower_Touch,1.0%,Apparent,2,0.038,Up,0.005,Up,0.046,Up,0.046,Up,0.029,Up
2002-05-08,1049.489990234375,1088.9200439453125,1049.489990234375,1088.8499755859375,1502000000,1093.4444946289063,1139.2943919949532,1047.5945972628597,-4.427689345568128,-0.4201876789848515,3.938105296731129,Middle_Break_Down,1.0%,Apparent,1,-0.015,Down,-0.013,Down,0.002,Up,0.016,Up,-0.003,Down
2002-05-09,1088.8499755859375,1088.8499755859375,1072.22998046875,1073.010009765625,1153000000,1091.910498046875,1138.335925398853,1045.485070694897,-5.738720370293068,-1.7309558168968815,2.6327433879503452,Middle_Break_Down,1.0%,Real,2,-0.017,Down,0.023,Up,0.024,Up,0.018,Up,0.022,Up
2002-05-10,1073.010009765625,1075.4300537109375,1053.9300537109375,1054.989990234375,1171900000,1089.1094970703125,1137.3132768886942,1040.9057172519308,-7.238400212782881,-3.132789396081702,1.3530786457420685,Middle_Break_Down,1.0%,Real,3,0.019,Up,0.034,Up,0.049,Up,0.024,Up,0.027,Up
2002-05-13,1054.989990234375,1074.8399658203125,1053.9000244140625,1074.56005859375,1088600000,1087.7099975585938,1135.8968997098132,1039.5230954073745,-5.399859893246725,-1.2089563389469045,3.3704843443276262,Middle_Break_Down,1.0%,Real,4,0.021,Up,0.022,Up,0.016,Up,0.011,Up,-0.0,Down
2002-05-14,1074.56005859375,1097.7099609375,1074.56005859375,1097.280029296875,1414500000,1086.155499267578,1130.876654221211,1041.434344313945,-2.9708478638170064,1.0242115458420522,5.362381727454822,Middle_Break_Up,1.0%,Real,1,-0.006,Down,0.008,Up,-0.016,Down,-0.0,Down,-0.027,Down
2002-05-15,1097.280029296875,1104.22998046875,1088.93994140625,1091.0699462890625,1420200000,1084.405499267578,1125.3191820899085,1043.4918164452477,-3.0435130179900933,0.614571488800608,4.55951154517859,Middle_Break_Up,1.0%,Apparent,2,0.007,Up,0.001,Up,-0.005,Down,-0.007,Down,-0.024,Down
2002-05-16,1091.0699462890625,1099.2900390625,1089.1700439453125,1098.22998046875,1256600000,1083.0934997558593,1120.2988078855517,1045.8881916261669,-1.9699054628518553,1.3975229946724488,5.004530050310743,Middle_Break_Up,1.0%,Real,3,0.008,Up,-0.017,Down,-0.001,Down,-0.022,Down,-0.028,Down
2002-05-17,1098.22998046875,1106.5899658203125,1096.77001953125,1106.5899658203125,1274400000,1082.1644958496097,1115.8855935380088,1048.44339816121,-0.8330269493150966,2.2570940059834728,5.545990156557951,Upper_Touch,1.0%,Apparent,1,-0.013,Down,-0.019,Down,-0.021,Down,-0.035,Down,-0.06,Down
2002-05-20,1106.5899658203125,1106.5899658203125,1090.6099853515625,1091.8800048828125,989800000,1081.3669982910155,1113.3310949235713,1049.4029016584598,-1.9267484882591361,0.9721959897436896,4.047740210859203,Middle_Break_Up,1.0%,Apparent,1,-0.011,Down,0.005,Up,-0.016,Down,-0.025,Down,-0.047,Down
2002-05-21,1091.8800048828125,1099.550048828125,1079.0799560546875,1079.8800048828125,1200500000,1080.3130004882812,1110.9875048997471,1049.6384960768153,-2.799986487673568,-0.04008056973053167,2.881135640416153,Middle_Break_Down,1.0%,Apparent,1,0.006,Up,0.004,Up,-0.011,Down,-0.012,Down,-0.028,Down
2002-05-22,1079.8800048828125,1086.02001953125,1075.6400146484375,1086.02001953125,1136300000,1079.957000732422,1110.1898608750148,1049.724140589829,-2.1770908018124877,0.5614129816942698,3.457658782718551,Middle_Break_Up,1.0%,Apparent,1,0.01,Up,-0.011,Down,-0.02,Down,-0.042,Down,-0.052,Down
2002-05-23,1086.02001953125,1097.0999755859375,1080.550048828125,1097.0799560546875,1192900000,1080.2369995117188,1110.9907885876823,1049.4832104357552,-1.252110519357107,1.5591908581711222,4.535255556796352,Middle_Break_Up,1.0%,Real,2,-0.012,Down,-0.027,Down,-0.027,Down,-0.051,Down,-0.063,Down
2002-05-24,1097.0799560546875,1097.0799560546875,1082.18994140625,1083.8199462890625,885400000,1080.6119995117188,1111.3484905746377,1049.8755084488,-2.477039787163539,0.29686388627863475,3.2331869414132424,Middle_Break_Up,1.0%,Apparent,3,-0.009,Down,-0.018,Down,-0.04,Down,-0.031,Down,-0.049,Down
2002-05-28,1083.8199462890625,1085.97998046875,1070.31005859375,1074.550048828125,996500000,1081.0670043945313,1111.154803787862,1050.9792050012006,-3.294298403332595,-0.6028262392538952,2.242750733293286,Middle_Break_Down,1.0%,Apparent,1,-0.006,Down,-0.007,Down,-0.032,Down,-0.042,Down,-0.057,Down
2002-05-29,1074.550048828125,1074.8299560546875,1067.6600341796875,1067.6600341796875,1081800000,1080.60400390625,1111.2132853156484,1049.9947224968516,-3.9194321838574164,-1.197845804732506,1.6824190926244234,Middle_Break_Down,1.0%,Real,2,-0.003,Down,-0.025,Down,-0.017,Down,-0.038,Down,-0.044,Down
2002-05-30,1067.6600341796875,1069.5,1054.260009765625,1064.6600341796875,1286600000,1079.5140075683594,1110.7575561490055,1048.270458987713,-4.150097536058006,-1.375987090906855,1.563487271004608,Middle_Break_Down,1.0%,Real,3,0.002,Up,-0.023,Down,-0.033,Down,-0.032,Down,-0.052,Down
2002-05-31,1064.6600341796875,1079.9300537109375,1064.6600341796875,1067.1400146484375,1277300000,1078.6430053710938,1110.244514236446,1047.0414965057416,-3.8824330168073886,-1.0664316799327678,1.9195531609558947,Middle_Break_Down,1.0%,Real,4,-0.025,Down,-0.016,Down,-0.037,Down,-0.05,Down,-0.056,Down
2002-06-03,1067.1400146484375,1070.739990234375,1039.9000244140625,1040.6800537109375,1324300000,1077.0055053710937,1112.6528321196138,1041.3581786225736,-6.468574593170044,-3.3728194961863154,-0.06511927649457773,Lower_Touch,1.0%,Real,1,0.0,Down,-0.011,Down,-0.01,Down,-0.02,Down,-0.004,Down
2002-06-04,1040.6800537109375,1046.06005859375,1030.52001953125,1040.68994140625,1466600000,1076.4065002441407,1114.0179051155535,1038.795095372728,-6.582296691335264,-3.3181292411175347,0.1824080650710221,Lower_Touch,1.0%,Apparent,2,0.009,Up,-0.013,Down,-0.026,Down,-0.03,Down,-0.003,Down
2002-06-05,1040.68994140625,1050.1099853515625,1038.8399658203125,1049.9000244140625,1300100000,1076.427001953125,1113.9800982980007,1038.8739056082493,-5.752353563752461,-2.4643545257533095,1.061352946328702,Middle_Break_Down,1.0%,Real,1,-0.02,Down,-0.018,Down,-0.028,Down,-0.041,Down,-0.028,Down
2002-06-06,1049.9000244140625,1049.9000244140625,1026.9100341796875,1029.1500244140625,1601500000,1073.4420043945313,1115.759266471103,1031.1247423179595,-7.7623591987693015,-4.126164226771751,-0.19151105805665136,Lower_Touch,1.0%,Real,1,-0.002,Down,-0.015,Down,-0.019,Down,0.007,Up,-0.022,Down
2002-06-07,1029.1500244140625,1033.02001953125,1012.489990234375,1027.530029296875,1341300000,1071.1680053710938,1117.9826499924525,1024.3533607497352,-8.090699859804456,-4.073868511326658,0.310114523841144,Lower_Touch,1.0%,Apparent,2,0.003,Up,-0.007,Down,-0.02,Down,0.009,Up,-0.037,Down
2002-06-10,1027.530029296875,1038.1800537109375,1025.449951171875,1030.739990234375,1226200000,1069.9555053710938,1119.5566099238276,1020.3544008183596,-7.933195954735646,-3.665153825543203,1.0178413899803598,Middle_Break_Down,1.0%,Real,1,-0.017,Down,-0.021,Down,0.005,Up,-0.01,Down,-0.037,Down
2002-06-11,1030.739990234375,1039.0400390625,1012.9400024414062,1013.5999755859376,1212400000,1066.9075012207031,1122.1710246429852,1011.643977798421,-9.675089328882743,-4.996452417268944,0.1933484338801989,Lower_Touch,1.0%,Apparent,1,0.007,Up,-0.006,Down,0.023,Up,-0.007,Down,-0.037,Down
2002-06-12,1013.260009765625,1021.8499755859376,1002.5800170898438,1020.260009765625,1795720000,1063.0565002441406,1120.0252266334703,1006.0877738548106,-8.907408020417169,-4.02579641521283,1.4086480602496205,Middle_Break_Down,1.0%,Real,1,-0.01,Down,0.016,Up,-0.0,Down,-0.031,Down,-0.046,Down
2002-06-13,1020.260009765625,1023.469970703125,1008.1199951171876,1009.5599975585938,1405500000,1058.9810028076172,1118.9344980940148,999.0275075212196,-9.774879648605776,-4.666845308650135,1.0542742775428966,Middle_Break_Down,1.0%,Real,2,-0.002,Down,0.027,Up,-0.003,Down,-0.017,Down,-0.019,Down
2002-06-14,1009.5599975585938,1009.5599975585938,981.6300048828124,1007.27001953125,1549000000,1054.4330047607425,1115.575405440715,993.2906040807694,-9.708477381381343,-4.472829000662217,1.4073842431458106,Middle_Break_Down,1.0%,Real,3,0.029,Up,0.013,Up,-0.018,Down,-0.031,Down,-0.017,Down
2002-06-17,1007.27001953125,1036.1700439453125,1007.27001953125,1036.1700439453125,1236600000,1050.9120086669925,1107.5815854882214,994.2424318457632,-6.447519756427764,-1.4027782155024706,4.217041111563975,Middle_Break_Down,1.0%,Real,4,0.001,Up,-0.029,Down,-0.042,Down,-0.06,Down,-0.065,Down
2002-06-18,1036.1700439453125,1040.8299560546875,1030.9200439453125,1037.1400146484375,1193100000,1048.1750091552735,1101.8754234260175,994.4745948845292,-5.875020660348406,-1.0527816834451296,4.290247330939838,Middle_Break_Down,1.0%,Real,5,-0.017,Down,-0.046,Down,-0.059,Down,-0.045,Down,-0.086,Down
2002-06-19,1037.1400146484375,1037.6099853515625,1017.8800048828124,1019.989990234375,1336100000,1045.1805084228515,1098.149405539957,992.2116113057464,-7.117375369078411,-2.410159583485566,2.7996425976181025,Middle_Break_Down,1.0%,Real,6,-0.013,Down,-0.027,Down,-0.046,Down,-0.03,Down,-0.065,Down
2002-06-20,1019.989990234375,1023.3300170898438,1004.5900268554688,1006.2899780273438,1389700000,1041.1940063476563,1093.2618160192171,989.1261966760956,-7.955261650732033,-3.3523078415280545,1.735246868289015,Middle_Break_Down,1.0%,Real,7,-0.017,Down,-0.03,Down,-0.016,Down,-0.037,Down,-0.017,Down
2002-06-21,1006.2899780273438,1006.2899780273438,985.6500244140624,989.1400146484376,1497200000,1035.7970092773437,1085.915092140926,985.6789264137616,-8.911845704408833,-4.504453499190716,0.3511374892906206,Lower_Touch,1.0%,Apparent,1,0.004,Up,-0.016,Down,0.001,Up,-0.042,Down,-0.012,Down
2002-06-24,989.1400146484376,1002.1099853515624,970.8499755859376,992.719970703125,1552600000,1031.242010498047,1079.6022827162656,982.8817382798284,-8.04762211085232,-3.735499465961188,1.000957901661173,Middle_Break_Down,1.0%,Real,1,-0.017,Down,-0.002,Down,-0.024,Down,-0.039,Down,-0.04,Down
2002-06-25,992.719970703125,1005.8800048828124,974.2100219726562,976.1400146484376,1513700000,1026.3215087890626,1076.060822548602,976.5821950295232,-9.28579554299787,-4.889451668983648,-0.04527835786236058,Lower_Touch,1.0%,Real,1,-0.003,Down,0.014,Up,-0.029,Down,0.013,Up,-0.057,Down
2002-06-26,976.1400146484376,977.4299926757812,952.9199829101562,973.530029296875,2014290000,1021.615008544922,1072.6150877622913,970.6149293275528,-9.237708810541656,-4.706761240375088,0.30033537309608704,Lower_Touch,1.0%,Apparent,2,0.018,Up,-0.005,Down,-0.02,Down,0.004,Up,-0.047,Down
2002-06-27,973.530029296875,990.6699829101562,963.739990234375,990.6400146484376,1908600000,1017.9140075683594,1066.5713158607705,969.256699275948,-7.119195883404471,-2.6794004913121428,2.206156056332996,Middle_Break_Down,1.0%,Real,1,-0.001,Down,-0.043,Down,-0.002,Down,-0.038,Down,-0.07,Down
2002-06-28,990.6400146484376,1001.7899780273438,988.3099975585938,989.8200073242188,2117000000,1014.0480072021484,1058.5560337846623,969.5399806196344,-6.49337628492761,-2.3892359834892725,2.09171639230631,Middle_Break_Down,1.0%,Real,2,-0.021,Down,-0.036,Down,-0.013,Down,-0.07,Down,-0.073,Down
2002-07-01,989.8200073242188,994.4600219726562,967.4299926757812,968.6500244140624,1425500000,1010.4465057373048,1057.3445160049182,963.5484954696911,-8.388419313506256,-4.136436821338138,0.5294522246007399,Lower_Touch,1.0%,Apparent,1,-0.021,Down,0.021,Up,-0.016,Down,-0.043,Down,-0.07,Down
2002-07-02,968.6500244140624,968.6500244140624,945.5399780273438,948.0900268554688,1823000000,1005.8165100097656,1057.8588863660557,953.7741336534756,-10.376512493803745,-5.739265818348553,-0.5959594203119774,Lower_Touch,1.0%,Real,2,0.006,Up,0.03,Up,-0.029,Down,-0.028,Down,-0.044,Down
2002-07-03,948.0900268554688,954.2999877929688,934.8699951171876,953.989990234375,1527800000,1001.0210083007812,1053.6037808808287,948.4382357207336,-9.454577940407074,-4.698304798441811,0.5853575177114769,Lower_Touch,1.0%,Apparent,3,0.037,Up,-0.001,Down,-0.028,Down,-0.038,Down,-0.076,Down
2002-07-05,953.989990234375,989.0700073242188,953.989990234375,989.030029296875,699400000,999.015008544922,1050.19469434033,947.8353227495138,-5.82412626659431,-0.99948240643454,4.346188157227793,Middle_Break_Down,1.0%,Apparent,1,-0.012,Down,-0.069,Down,-0.068,Down,-0.089,Down,-0.143,Down
2002-07-08,989.030029296875,993.5599975585938,972.9099731445312,976.97998046875,1184400000,996.4875061035156,1046.7696537756033,946.205358431428,-6.667147166057809,-1.9576287224156232,3.2524252545281165,Middle_Break_Down,1.0%,Real,2,-0.025,Down,-0.051,Down,-0.06,Down,-0.073,Down,-0.161,Down
2002-07-09,976.97998046875,979.6300048828124,951.7100219726562,952.8300170898438,1348900000,992.592007446289,1043.7207026275046,941.4633122650736,-8.708334069531144,-4.005874524291579,1.2073444261383848,Middle_Break_Down,1.0%,Real,3,-0.034,Down,-0.033,Down,-0.054,Down,-0.075,Down,-0.163,Down
2002-07-10,952.8300170898438,956.3400268554688,920.2899780273438,920.469970703125,1816900000,987.9355072021484,1046.9224734282882,928.9485409760088,-12.078497303728469,-6.828941363802893,-0.9127061294456275,Lower_Touch,1.0%,Real,1,0.007,Up,-0.003,Down,-0.016,Down,-0.079,Down,-0.084,Down
2002-07-11,920.469970703125,929.1599731445312,900.9400024414062,927.3699951171876,2080480000,983.2910064697264,1045.8836433687875,920.6983695706654,-11.331437201739558,-5.687127308660125,0.7246266276797387,Lower_Touch,1.0%,Apparent,2,-0.006,Down,-0.028,Down,-0.049,Down,-0.116,Down,-0.096,Down
2002-07-12,927.3699951171876,934.3099975585938,913.7100219726562,921.3900146484376,1607400000,978.8825073242188,1045.7288483926727,912.0361662557648,-11.890160048214113,-5.8732781764521675,1.0256005999272737,Middle_Break_Down,1.0%,Real,1,-0.004,Down,-0.017,Down,-0.08,Down,-0.134,Down,-0.074,Down
2002-07-15,921.3900146484376,921.3900146484376,876.4600219726562,917.9299926757812,2574800000,974.4155059814452,1044.9171977965134,903.9138141663772,-12.152848607384254,-5.796861088409195,1.550610057036281,Middle_Break_Down,1.0%,Real,2,-0.019,Down,-0.04,Down,-0.107,Down,-0.081,Down,-0.021,Down
2002-07-16,917.9299926757812,918.6500244140624,897.1300048828125,900.9400024414062,1843700000,967.65400390625,1039.100643014066,896.207364798434,-13.296175062687313,-6.894406595284157,0.5280739512820957,Lower_Touch,1.0%,Apparent,1,0.006,Up,-0.059,Down,-0.115,Down,-0.069,Down,0.002,Up
2002-07-17,901.0499877929688,926.52001953125,895.030029296875,906.0399780273438,2566500000,961.0990020751954,1029.8474314609628,892.3505726894278,-12.021921854772527,-5.728756759602155,1.5340837734499149,Middle_Break_Down,1.0%,Real,1,-0.027,Down,-0.095,Down,-0.069,Down,-0.059,Down,0.006,Up
2002-07-18,905.4500122070312,907.7999877929688,880.5999755859375,881.5599975585938,1736300000,954.1775024414062,1025.6364337580285,882.7185711247841,-14.047515421378423,-7.610481770635934,-0.13125061645798525,Lower_Touch,1.0%,Real,1,-0.038,Down,-0.095,Down,-0.049,Down,0.02,Up,0.004,Up
2002-07-19,881.5599975585938,881.5599975585938,842.0700073242188,847.75,2654100000,946.2505035400392,1027.350751698899,865.150255381179,-17.481931210144026,-10.409558903433785,-2.01124085359168,Lower_Touch,1.0%,Real,2,-0.033,Down,-0.005,Down,0.006,Up,0.065,Up,0.019,Up
2002-07-22,847.760009765625,854.1300048828125,813.260009765625,819.8499755859375,2248060000,937.786001586914,1033.2751409639257,842.2968622099023,-20.655211464672156,-12.576006231848858,-2.6649614442432767,Lower_Touch,1.0%,Real,3,-0.027,Down,0.023,Up,0.096,Up,0.112,Up,0.018,Up
2002-07-23,819.8499755859375,827.6900024414062,796.1300048828125,797.7000122070312,2441020000,928.0350036621094,1037.8490127337218,818.220994590497,-23.13910767175388,-14.044189167516802,-2.5079999803397914,Lower_Touch,1.0%,Real,4,0.057,Up,0.069,Up,0.132,Up,0.109,Up,0.078,Up
2002-07-24,797.7100219726562,844.3200073242188,775.6799926757812,843.4299926757812,2775560000,921.3995025634764,1034.7651951228263,808.0338100041265,-18.49068787284961,-8.46207423281344,4.3805323779055705,Middle_Break_Down,1.0%,Real,1,-0.006,Down,0.066,Up,0.081,Up,0.025,Up,0.04,Up
2002-07-25,843.4199829101562,853.8300170898438,816.1099853515625,838.6799926757812,2424700000,914.657000732422,1030.8246383317337,798.4893631331103,-18.639896497518293,-8.306611986329447,5.033333116044416,Middle_Break_Down,1.0%,Real,2,0.017,Up,0.076,Up,0.055,Up,-0.005,Down,0.08,Up
2002-07-26,838.6799926757812,852.8499755859375,835.9199829101562,852.8400268554688,1796100000,907.7670013427736,1021.409491768478,794.1245109170688,-16.50361253459144,-6.050778934027849,7.39374180386325,Middle_Break_Down,1.0%,Real,3,0.054,Up,0.069,Up,0.013,Up,0.008,Up,0.065,Up
2002-07-29,852.8400268554688,898.9600219726562,852.8400268554688,898.9600219726562,1778650000,903.2240020751954,1010.466874471371,795.9811296790197,-11.035181391478071,-0.4720844544368211,12.937353469065648,Middle_Break_Down,1.0%,Apparent,4,0.004,Up,-0.016,Down,-0.072,Down,-0.025,Down,0.005,Up
2002-07-30,898.9600219726562,909.8099975585938,884.7000122070312,902.780029296875,1826090000,899.9305023193359,1002.894436100849,796.9665685378228,-9.982546836455548,0.3166385593326566,13.277026281439364,Middle_Break_Up,1.0%,Apparent,1,0.01,Up,-0.043,Down,-0.048,Down,0.003,Up,-0.021,Down
2002-07-31,902.780029296875,911.6400146484376,889.8800048828125,911.6199951171876,2049360000,898.1070007324219,998.86280411505,797.3511973497937,-8.734213411335888,1.5046085125431246,14.331049874534123,Middle_Break_Up,1.0%,Real,2,-0.03,Down,-0.084,Down,-0.038,Down,-0.003,Down,0.009,Up
2002-08-01,911.6199951171876,911.6199951171876,882.47998046875,884.6599731445312,1672200000,894.6404998779296,992.186633628259,797.0943661276003,-10.837342173268437,-1.1155907579368693,10.985601045248545,Middle_Break_Down,1.0%,Real,1,-0.023,Down,-0.028,Down,0.024,Up,0.022,Up,0.052,Up
2002-08-02,884.4000244140625,884.719970703125,853.9500122070312,864.239990234375,1538100000,888.4009979248046,976.5059592815654,800.2960365680439,-11.49670086292015,-2.7196060953180807,7.990037529180542,Middle_Break_Down,1.0%,Real,2,-0.034,Down,0.014,Up,0.051,Up,0.023,Up,0.075,Up
2002-08-05,864.239990234375,864.239990234375,833.4400024414062,834.5999755859375,1425500000,881.2819976806641,962.3339953673913,800.2299999939369,-13.273356277171585,-5.297058401009341,4.29501213304438,Middle_Break_Down,1.0%,Real,3,0.03,Up,0.085,Up,0.083,Up,0.102,Up,0.139,Up
2002-08-06,834.5999755859375,874.4400024414062,834.5999755859375,859.5700073242188,1514100000,876.6189971923828,951.1368495739852,802.1011448107804,-9.627094386131633,-1.9448574492189008,7.164789987551451,Middle_Break_Down,1.0%,Real,4,0.02,Up,0.057,Up,0.029,Up,0.082,Up,0.091,Up
2002-08-07,859.5700073242188,878.739990234375,854.1500244140625,876.77001953125,1490400000,874.4339996337891,946.19218001919,802.6758192483882,-7.337004252828641,0.2671465083058567,9.230899761281258,Middle_Break_Up,1.0%,Apparent,1,0.033,Up,0.031,Up,0.049,Up,0.059,Up,0.083,Up
2002-08-08,876.77001953125,905.8400268554688,875.1699829101562,905.4600219726562,1646700000,873.3385009765625,942.4508361408638,804.2261658122612,-3.924959557537989,3.678014991916151,12.58773470248257,Middle_Break_Up,1.0%,Real,2,0.004,Up,-0.023,Down,0.027,Up,0.05,Up,0.063,Up
2002-08-09,898.72998046875,913.9500122070312,890.77001953125,908.6400146484376,1294900000,872.7010009765625,940.2460898219856,805.1559121311393,-3.3614683980798996,4.118135951678638,12.852678712050917,Middle_Break_Up,1.0%,Real,3,-0.005,Down,0.012,Up,0.022,Up,0.032,Up,0.035,Up
2002-08-12,908.6400146484376,908.6400146484376,892.3800048828125,903.7999877929688,1036500000,871.9945007324219,937.9083802642166,806.0806212006272,-3.636644387550863,3.6474412434748373,12.12277829564891,Middle_Break_Up,1.0%,Real,4,-0.022,Down,0.029,Up,0.052,Up,0.05,Up,0.049,Up
2002-08-13,903.7999877929688,911.7100219726562,883.6199951171875,884.2100219726562,1297700000,871.1580017089843,935.9971563184056,806.3188470995632,-5.5328303078874415,1.4982380048242991,9.66009602197419,Middle_Break_Up,1.0%,Real,5,0.04,Up,0.05,Up,0.06,Up,0.089,Up,0.057,Up
2002-08-14,884.2100219726562,920.2100219726562,876.2000122070312,919.6199951171876,1533800000,871.8370025634765,938.384987570294,805.2890175566589,-1.9997114938606928,5.480725458223726,14.197508604727066,Middle_Break_Up,1.0%,Real,6,0.012,Up,0.034,Up,0.032,Up,0.023,Up,-0.002,Down
2002-08-15,919.6199951171876,933.2899780273438,918.1699829101562,930.25,1505100000,874.2715026855469,945.464448071016,803.0785573000779,-1.6092036143778121,6.402873380008487,15.835492249658367,Middle_Break_Up,1.0%,Real,7,-0.002,Down,0.008,Up,0.035,Up,0.019,Up,-0.013,Down
2002-08-16,930.25,935.3800048828124,916.2100219726562,928.77001953125,1265300000,878.3225036621094,952.188143060591,804.4568642636278,-2.4594008757627206,5.743621011508064,15.453054202155906,Middle_Break_Up,1.0%,Real,8,0.024,Up,0.022,Up,0.013,Up,0.007,Up,-0.014,Down
2002-08-19,928.77001953125,951.1699829101562,927.2100219726562,950.7000122070312,1299800000,884.8650054931641,960.0235632468846,809.7064477394435,-0.9711793956723577,7.4401186966564685,17.412923518296868,Upper_Touch,1.0%,Apparent,1,-0.014,Down,0.013,Up,-0.003,Down,-0.035,Down,-0.076,Down
2002-08-20,950.7000122070312,950.7000122070312,931.8599853515624,937.4299926757812,1308500000,891.8515045166016,958.8338342296564,824.8691748035469,-2.2322785022570026,5.110546759001538,13.64589941175122,Middle_Break_Up,1.0%,Real,1,0.013,Up,0.004,Up,-0.003,Down,-0.021,Down,-0.047,Down
2002-08-21,937.4299926757812,951.5900268554688,931.3200073242188,949.3599853515624,1353100000,897.1480041503906,964.7271235002662,829.5688848005151,-1.5928999791099556,5.819773433104506,14.440163167384615,Middle_Break_Up,1.0%,Real,2,0.014,Up,-0.001,Down,-0.033,Down,-0.035,Down,-0.074,Down
